name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,notes,normalized_category,target_kind,review_status,review_gates,dedupe_key,source_file
Honie Bee’s,8020 Moncrief Dinsmore Rd,Jacksonville,FL,32219,USA,food,bakery and sweets,desserts; baked goods; sweets,Dessert and sweets business in Jacksonville.,https://honieb.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,honie bee s|8020 moncrief dinsmore rd|jacksonville|fl,37.csv
Mixed Fillings Pie Shop,440 W Adams St,Jacksonville,FL,32202,USA,food,pie shop,pies; desserts; bakery; custom pies,Pie shop in Downtown Jacksonville.,https://www.mixedfillingspieshop.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,mixed fillings pie shop|440 w adams st|jacksonville|fl,37.csv
Pepper Pot Restaurant,4233 Brentwood Ave,Jacksonville,FL,32206,USA,food,Caribbean restaurant,Caribbean cuisine; Jamaican food; restaurant,Caribbean restaurant in Jacksonville.,http://www.pepperpotincjax.com,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,pepper pot restaurant|4233 brentwood ave|jacksonville|fl,37.csv
Potter’s House Soul Food Bistro — Westside,"5310 Lenox Ave, Suite 1",Jacksonville,FL,32205,USA,food,soul food restaurant,soul food; Southern food; catering; takeout,Soul food bistro with a Jacksonville Westside location.,https://www.thesoulfoodbistro.com/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,potter s house soul food bistro westside|5310 lenox ave suite 1|jacksonville|fl,37.csv
Social House Coffee,4204 Herschel St,Jacksonville,FL,32210,USA,food,coffee shop,coffee; espresso; cafe; pastries,Coffee shop in Jacksonville.,https://socialhouse.co/,,,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,social house coffee|4204 herschel st|jacksonville|fl,37.csv
Springfield Scoops,1807 N Main St,Jacksonville,FL,32206,USA,food,ice cream shop,ice cream; frozen desserts; treats,Ice cream shop in Springfield.,https://www.facebook.com/SpringfieldScoopsJax/,,https://www.facebook.com/SpringfieldScoopsJax/,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,springfield scoops|1807 n main st|jacksonville|fl,37.csv
The Sweet Spot & Urban Lounge,157 E 8th St #118,Jacksonville,FL,32206,USA,nightlife,lounge,desserts; lounge; nightlife; events,Urban lounge and sweets destination in Jacksonville.,https://www.facebook.com/sweetspoturbanlounge/,,https://www.facebook.com/sweetspoturbanlounge/,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.,Food & Drink,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,the sweet spot urban lounge|157 e 8th st 118|jacksonville|fl,37.csv
Durkeeville & Co.,1801 N. Myrtle Ave,Jacksonville,FL,32209,USA,retail,community retail,local goods; community shop; neighborhood retail,Neighborhood business in Jacksonville’s Durkeeville community.,https://www.facebook.com/durkeeville1801/,,https://www.facebook.com/durkeeville1801/,,https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Visit Jacksonville,Black-owned (source-backed),https://www.visitjacksonville.com/blog/black-owned-jacksonville-restaurants/,Official tourism directory listing; verify hours before visiting.,Shopping & Retail,business,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;source_url_and_address_manual_confirmation_required,durkeeville co|1801 n myrtle ave|jacksonville|fl,37.csv
Eaton Park Day Care,490 N.E. 61 Street,Miami,FL,33137,USA,childcare,city child learning center,"infant care, preschool, early learning, social development, outdoor learning, subsidized childcare","City of Miami Child Learning Center offering affordable, high-quality daycare for infants and children through age five, with early learning and garden-based programming.",https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,,https://www.facebook.com/CityofMiamiCLC/,https://www.instagram.com/cityofmiamiclc/,https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,City of Miami official daycare page,,,Official page says state approved and lists hours/contact.,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,eaton park day care|490 n e 61 street|miami|fl,19.csv
Lemon City Day Care,27 N.E. 58 Street,Miami,FL,33137,USA,childcare,city child learning center,"infant care, preschool, early learning, social development, outdoor learning, subsidized childcare","City of Miami Child Learning Center offering affordable, high-quality daycare for infants and children through age five, with early learning and garden-based programming.",https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,,https://www.facebook.com/CityofMiamiCLC/,https://www.instagram.com/cityofmiamiclc/,https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,City of Miami official daycare page,,,Official page says state approved and lists hours/contact.,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,lemon city day care|27 n e 58 street|miami|fl,19.csv
Miami Children’s Museum Early Childhood Institute,980 MacArthur Causeway,Miami,FL,33132,USA,childcare,preschool,"licensed child care, preschool, early childhood education, enrichment",Early Childhood Institute preschool program at Miami Children’s Museum; official page describes it as a licensed child care program.,https://www.miamichildrensmuseum.org/preschool,,,,https://www.miamichildrensmuseum.org/preschool,Miami Children’s Museum official preschool page,,,Official search result identifies licensed child care and Miami address; verify current enrollment directly.,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,miami children s museum early childhood institute|980 macarthur causeway|miami|fl,19.csv
Moore Park Day Care,765 N.W. 36 Street,Miami,FL,33127,USA,childcare,city child learning center,"infant care, preschool, early learning, social development, outdoor learning, subsidized childcare","City of Miami Child Learning Center offering affordable, high-quality daycare for infants and children through age five, with early learning and garden-based programming.",https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,,https://www.facebook.com/CityofMiamiCLC/,https://www.instagram.com/cityofmiamiclc/,https://www.miami.gov/My-Government/Departments/Human-Services/Child-Learning-Centers-Daycare,City of Miami official daycare page,,,Official page says state approved and lists hours/contact.,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,moore park day care|765 n w 36 street|miami|fl,19.csv
Club Space,34 NE 11 St,Miami,FL,33132,USA,nightlife,electronic music venue,"electronic music, dancefloor, DJs, late-night kitchen, cocktails, coffee, yoga, events","Miami dancefloor community and electronic-music venue with DJs, late-night kitchen, drinks and a weekly community yoga session.",https://www.clubspace.com/,https://www.instagram.com/spacemiami,https://www.facebook.com/ClubSpace,https://www.tiktok.com/@clubspacemiami,https://www.clubspace.com/,Club Space official website,,,,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,club space|34 ne 11 st|miami|fl,19.csv
E11EVEN Miami,29 NE 11th Street,Miami,FL,33132,USA,nightlife,24-hour ultraclub,"nightclub, DJs, live performers, food and drinks, VIP rooms, private events, catering, rooftop restaurant","Official site describes a 24-hour downtown Miami entertainment venue with nightclub, DJs, food and drinks, VIP rooms, private events and catering.",https://www.11miami.com/,https://www.instagram.com/11miami/,https://www.facebook.com/11Miami,https://www.tiktok.com/@11miami,https://www.11miami.com/,E11EVEN Miami official website,,,21+ venue per official FAQ.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,e11even miami|29 ne 11th street|miami|fl,19.csv
Red Rooster Overtown,920 NW 2nd Ave,Miami,FL,33136,USA,food,restaurant,"southern food, brunch, dinner, happy hour, group dining",Official restaurant site identifies Red Rooster Overtown as an American restaurant in Miami and provides reservations.,https://www.redroosterovertown.com/,,,,https://www.redroosterovertown.com/,Red Rooster Overtown official website,,,Address corroborated by official-site search result; no ownership designation inferred.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,red rooster overtown|920 nw 2nd ave|miami|fl,19.csv
Sunny Bliss Plumbing & Air,20257 NE 15th Ct,Miami,FL,33179,USA,home trades,plumbing and HVAC,"plumbing repair, AC repair, AC installation, drain cleaning, sewer repair, water filtration, emergency service","Family-run Miami-Dade plumbing and air company offering same-day licensed plumbing, HVAC, drain/sewer and water-filtration services.",https://sunnybliss.com/,https://www.instagram.com/sunnybliss_plumbing_air/,https://www.facebook.com/sunnyblissplumbingandair/,https://youtube.com/@sunnyblissplumbingandair,https://sunnybliss.com/,Sunny Bliss Plumbing & Air official website,,,Official site states Florida plumbing and AC license numbers CFC1433145 and CAC1823405.,Home & Property Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,sunny bliss plumbing air|20257 ne 15th ct|miami|fl,19.csv
"GrayRobinson, P.A. – Miami Law Office","333 SE 2nd Avenue, Suite 3200",Miami,FL,33131,USA,law,law firm,"attorneys, legal services, lobbying, regulatory, business law","Official office page identifies its Miami law office and describes legal, lobbying and regulatory capabilities and community commitment.",https://www.gray-robinson.com/offices/miami-fl,,https://facebook.com/GrayRobinsonLaw,,https://www.gray-robinson.com/offices/miami-fl,GrayRobinson official office page,,,Regulated legal service; official site identifies attorneys and office.,Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,grayrobinson p a miami law office|333 se 2nd avenue suite 3200|miami|fl,19.csv
Legal Services of Greater Miami,"4343 West Flagler Street, Suite 100",Miami,FL,33134,USA,law,civil legal aid,"free civil legal services, low-income clients, legal aid, intake, Spanish, Haitian Creole",Community legal-services nonprofit providing free civil legal services to low-income communities in Miami-Dade and Monroe Counties.,https://www.legalservicesmiami.org/,https://www.instagram.com/_legalservices_/,https://www.facebook.com/legalservicesmiami/,,https://www.legalservicesmiami.org/,Legal Services of Greater Miami official website,,,,Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,legal services of greater miami|4343 west flagler street suite 100|miami|fl,19.csv
Educe Salon,1901 East Colonial Drive,Orlando,FL,32803,USA,beauty,hair salon,haircuts; balayage; color; extensions; smoothing treatments; blowouts; deep conditioning; scalp care,"Orlando hair salon founded in 2012 offering customized cuts, color, extensions, smoothing, blowouts, and treatments.",https://www.educesalon.com/,,,,https://www.educesalon.com/,Educe Salon official website,,,"Official site lists Orlando address, founder/CEO names, service menu, phone, and parking information.",Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,educe salon|1901 east colonial drive|orlando|fl,36.csv
Enhance Braiding Salon,101 Gatlin Avenue Suites 116 and 111,Orlando,FL,32806,USA,beauty,braiding salon,box braids; tribal braids; twists; crochets; boho/Bora Bora braids; touch-ups; natural styles; hair coloring; waxing,"Full-service hair salon focused on protective styles and braiding, with additional coloring and waxing services.",https://enhancebraidingsalon.com/,https://www.instagram.com/enhance_braiding/,,https://www.tiktok.com/@enhancebraidingsalon,https://enhancebraidingsalon.com/,Enhance Braiding Salon official website,,,"Official site gives Orlando salon-suite address, service list, booking link, and social links.",Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,enhance braiding salon|101 gatlin avenue suites 116 and 111|orlando|fl,36.csv
KC Beauty Lounge,4234 W Plaza Drive,Orlando,FL,32816,USA,beauty,full-service salon,haircuts; color; braids; manicures; pedicures; gel; acrylic; sugaring; waxing; facials; brows; lashes,"East Orlando full-service salon offering hair, nails, hair removal, facials, brows, and lashes under one roof.",https://www.kcbeauty.us/,https://www.instagram.com/kcbeauty_lounge/,https://www.facebook.com/p/KC-Beauty-Lounge-61561992331912/,https://www.tiktok.com/@kcbeauty_lounge,https://www.kcbeauty.us/,KC Beauty Lounge official website,,,"Official site lists address, open-seven-days claim, detailed services, booking, and social links.",Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,kc beauty lounge|4234 w plaza drive|orlando|fl,36.csv
"4C Community Coordinated Care for Children, Inc.",3500 W. Colonial Drive,Orlando,FL,32808,USA,childcare,early childhood and family resource agency,Early Head Start; Head Start preschool; child development; neighborhood family centers; child-care training; competency exams; child-care food program,"Community family-resource agency providing early childhood education, Head Start, child development, provider training, and family support services.",https://4cflorida.org/,https://www.instagram.com/4cflorida/,https://www.facebook.com/pages/4C-Florida-Community-Coordinated-Care-for-Children/187189081303399,,https://4cflorida.org/,4C official website,,,Official site lists Orlando headquarters and describes programs; nonprofit/community agency rather than a conventional private business.,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,4c community coordinated care for children inc|3500 w colonial drive|orlando|fl,36.csv
FL Bakery,1654 N Semoran Blvd,Orlando,FL,32807,USA,food,bakery and Puerto Rican restaurant,Puerto Rican bakery; restaurant; event catering; Boricua flavors,Puerto Rican bakery/restaurant with an Orlando location and party catering promoted on its official locations page.,https://flbakery.com/,https://www.instagram.com/flbakeryrestaurant/,https://www.facebook.com/FLBakeryRestaurant,https://www.tiktok.com/@flbakery,https://flbakery.com/en/locations/,FL Bakery official locations page,,,"Official page lists Orlando address, social links, ordering, and daily hours.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,fl bakery|1654 n semoran blvd|orlando|fl,36.csv
Nikki's Place Southern Restaurant,742 Carter Street,Orlando,FL,32805,USA,food,southern restaurant,Southern comfort food; dine-in; catering; takeout,"Orlando family-table restaurant serving Southern comfort food and catering, with a stated legacy since 1952.",https://nikkisplace.net/,,,,https://nikkisplace.net/,Nikki's Place Southern Restaurant,,,"Official site lists address, menu/order, catering, and hours; source page showed temporarily closed at fetch time but says opens Thursday, so verify current hours before visit.",Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,nikki s place southern restaurant|742 carter street|orlando|fl,36.csv
"English Air, LLC",37 Drennen Rd,Orlando,FL,32806,USA,home trades,HVAC contractor,air-conditioning repair; AC installation; tune-ups; heat pumps; ductless mini-splits; thermostats; air duct cleaning; ductwork; filtration; commercial HVAC,"Locally owned and operated Orlando HVAC company serving residential and commercial customers with cooling, heating, and indoor-air-quality services.",https://www.englishairinc.com/,https://instagram.com/englishairinc,https://facebook.com/5starserviceeverytime,https://youtube.com/@englishairinc,https://www.englishairinc.com/,English Air official website,Family-owned and operated,https://www.englishairinc.com/,Official site explicitly says family-owned and operated since 1998 and lists Florida HVAC license CMC 1249480.,Home & Property Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,english air llc|37 drennen rd|orlando|fl,36.csv
"Liberate Legal, PLLC",1238 E Concord Street,Orlando,FL,32803,USA,law,criminal defense and civil litigation,criminal defense; DUI; domestic violence; criminal traffic; drug crimes; theft; assault and battery; gun offenses; personal injury; landlord-tenant; evictions,"Orlando law firm providing founder-led representation in criminal defense, personal injury, and landlord-tenant/eviction matters.",https://liberatelegal.com/about-us,https://www.instagram.com/liberatelegal,https://www.facebook.com/profile.php?id=61579595206088,https://www.tiktok.com/@liberatelegal,https://liberatelegal.com/about-us,Liberate Legal official About Us page,Black-owned; women-owned; women-led,https://liberatelegal.com/about-us,Official site explicitly self-states Black-owned and women-owned/women-led; address is by appointment only.,Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,liberate legal pllc|1238 e concord street|orlando|fl,36.csv
The Portico,1001 N Florida Avenue,Tampa,FL,,USA,community,cafe and gathering space,cafe; coworking; meeting rooms; event venue; homeless initiatives; job training; employment; housing,"Community gathering place with a social-enterprise cafe, coworking and meeting spaces, event venue, homeless initiatives, and job training/employment support for people transitioning from homelessness, addiction or incarceration.",https://theportico.org/,https://www.instagram.com/theporticotampa/?hl=en,https://www.facebook.com/ThePorticoTampa/,,https://theportico.org/,The Portico official website,,,Official site lists Tampa address and community/social-enterprise services; no postal code shown.,Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,the portico|1001 n florida avenue|tampa|fl,35.csv
The Learning Experience New Tampa,20780 Trout Creek Drive,Tampa,FL,33647,USA,childcare,daycare and preschool,infant daycare; toddler care; preschool; pre-K; kindergarten readiness; school-age program; early education,"Early education and childcare center serving children from 6 weeks to 6 years with infant, toddler, preschool, pre-K and kindergarten-readiness programs; school-age program also offered.",https://thelearningexperience.com/centers/new-tampa/,https://instagram.com/tlenewtampa,https://www.facebook.com/TheLearningExperienceNewTampa/,,https://thelearningexperience.com/centers/new-tampa/,The Learning Experience New Tampa official center page,,,Official page lists Tampa address,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,the learning experience new tampa|20780 trout creek drive|tampa|fl,35.csv
Florida Financial Advisors,6550 W Hillsborough Avenue Suite 130,Tampa,FL,33634,USA,finance,financial planning and wealth management,financial planning; wealth management; retirement planning; investment advisory; tax strategies; insurance strategies; estate planning; business owner services,"Tampa financial advisory firm offering financial planning, wealth management, investment advisory, retirement planning, tax and insurance strategies, estate planning and business-owner services.",https://www.floridafa.com/,,https://www.facebook.com/floridafas/,,https://www.floridafa.com/contact-tampa-st-pete-fl-office.24.htm,Florida Financial Advisors official website,,,Official page identifies Tampa headquarters address and licensed financial-advisor/wealth-management services; regulated provider details are disclosed on the official site.,Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,florida financial advisors|6550 w hillsborough avenue suite 130|tampa|fl,35.csv
7th + Grove,1930 E 7th Avenue,Tampa,FL,33605,USA,nightlife,restaurant and lounge,southern food; Guyanese-inspired meals; cocktails; reservations; live music; private parties; catering,"Adult-friendly Ybor City restaurant and lounge offering Southern and Guyanese-inspired food, cocktails, live music, reservations, private parties and catering.",https://7thandgrove.com/,,,,https://7thandgrove.com/,7th + Grove official website,,,Official site lists Tampa location,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,7th grove|1930 e 7th avenue|tampa|fl,35.csv
Blue Flame Tampa,1524 E Fowler Ave,Tampa,FL,33612,USA,food,southern soul food,soul food; southern cuisine; takeout; delivery; catering,"Southern soul-food restaurant serving from-scratch cuisine including oxtails, seafood pasta, turkey, chicken and chitterlings; offers takeout, delivery and catering.",https://www.blueflametampa.com/,https://www.instagram.com/blueflametampa/,,,https://www.blueflametampa.com/,Blue Flame Tampa official website,,,Official site lists Tampa address and Wed-Sun operating hours.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,blue flame tampa|1524 e fowler ave|tampa|fl,35.csv
Faith Cafe,1340 N Clearview Avenue,Tampa,FL,33607,USA,food,community soup kitchen,free meals; soup kitchen; clothing; necessities; showers; community resources,"Tampa nonprofit soup kitchen providing free meals seven days a week, plus clothing and necessities on select days, showers and resource referrals.",https://www.faithcafetampa.org/,,,,https://www.faithcafetampa.org/,Faith Cafe official website,,,Official site identifies organization as a 501(c)(3) and lists address,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,faith cafe|1340 n clearview avenue|tampa|fl,35.csv
CAN Community Health - Tampa,4729 N Habana Avenue,Tampa,FL,33614,USA,health,community health clinic,primary care; HIV/AIDS care; hepatitis C; STD services; PrEP; patient care coordinator,"Tampa community health location providing primary care, HIV/AIDS care, hepatitis C care, STD services, PrEP and patient-care coordination.",https://www.cancommunityhealth.org/tampa/,,,,https://www.cancommunityhealth.org/tampa/,CAN Community Health official website,,,Official location page lists Tampa address and services. Instagram/TikTok not identified on official page.,Health & Wellness,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,can community health tampa|4729 n habana avenue|tampa|fl,35.csv
Air Masters of Tampa Bay,4830 N Florida Avenue,Tampa,FL,33603,USA,home trades,HVAC,AC repair; HVAC installation; heating; maintenance; emergency HVAC; duct cleaning; indoor air quality; commercial HVAC; financing,"Family-owned Tampa HVAC company serving residential and commercial customers with AC repair, installation, maintenance, heating, emergency service, duct cleaning and indoor-air-quality solutions.",https://www.airmasters.net/,,https://www.facebook.com/AirMasterofTampaBay,,https://www.airmasters.net/,Air Masters of Tampa Bay official website,family-owned,https://www.airmasters.net/,Official site states family owned,Home & Property Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,air masters of tampa bay|4830 n florida avenue|tampa|fl,35.csv
Law Office of Eric T. Taylor P.A.,2102 W Cass Street,Tampa,FL,33606,USA,law,personal injury and criminal defense,personal injury; wrongful death; auto accidents; premises liability; eminent domain; criminal defense; DUI; free consultation,"Tampa law office handling personal injury, wrongful death, vehicle accidents, premises liability, eminent domain and criminal defense matters; offers consultations.",https://www.erictaylor.org/,,,,https://www.erictaylor.org/attorney-profile.php,Law Office of Eric T. Taylor official website,Black-owned law firm,https://www.erictaylor.org/attorney-profile.php,Attorney profile explicitly states Eric Taylor became one of the few Black attorneys in the United States to own his own law firm; official contact address corroborated by site search/contact page.,Legal & Government Services,regulated_review,needs_research,geocode_before_public_pin;ownership_evidence_manual_confirmation_required;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,law office of eric t taylor p a|2102 w cass street|tampa|fl,35.csv
DONMENOW,1211 E Kennedy Blvd Retail 140,Tampa,FL,33602,USA,retail,women's boutique,women's apparel; accessories; jewelry; Tampa merchandise; online shopping; events,"Downtown Tampa boutique offering women's apparel, accessories and jewelry, with online shopping and community-oriented in-store events.",https://www.donmenow.com/,https://www.instagram.com/donmenow/,https://www.facebook.com/donmenow/,,https://www.donmenow.com/,DONMENOW official website,,,Official site lists Channel District Tampa address and active social links; site includes current store/event posts.,Shopping & Retail,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,donmenow|1211 e kennedy blvd retail 140|tampa|fl,35.csv
Swella Braid Bar - Atlanta,"480 John Wesley Dobbs Ave. NE, Suite 130/140",Atlanta,GA,30312,USA,beauty,braiding salon,"knotless box braids, boho braids, cornrows, Fulani braids, tribal styles, touch-up, takedown, scalp cleanse, blowout","Atlanta braid bar specializing in knotless box braids and protective hair care, with hair included and touch-up/takedown services.",https://www.swellabeauty.com/atlanta,https://www.instagram.com/swellabeauty/,,,https://www.swellabeauty.com/atlanta,Swella Beauty official website,,,Official location page confirms open hours and listed services.,Beauty & Personal Care,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,swella braid bar atlanta|480 john wesley dobbs ave ne suite 130 140|atlanta|ga,18.csv
Our House - Atlanta Campus,173 Boulevard Northeast,Atlanta,GA,30312,USA,childcare,early childhood education,"early childhood education, ages 6 weeks to 5 years, research-based curriculum, free meals, family support, health and development, enrichment","Nationally accredited and state quality-rated early childhood education campus serving children six weeks to five years, with meals, family support, and onsite health/development services.",https://ourhousega.org/childcare/,https://www.instagram.com/ourhousega/?hl=en,https://www.facebook.com/OurHouseGa/,,https://ourhousega.org/childcare/,Our House official website,,,Official page lists this Atlanta campus and program details.,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,our house atlanta campus|173 boulevard northeast|atlanta|ga,18.csv
Our House - Central Campus,201 Washington St. SW,Atlanta,GA,30303,USA,childcare,early childhood education,"early childhood education, ages 6 weeks to 5 years, research-based curriculum, free meals, family support, health and development, enrichment","Downtown Atlanta early childhood education site of Our House’s accredited, quality-rated program for children six weeks to five years.",https://ourhousega.org/childcare/,https://www.instagram.com/ourhousega/?hl=en,https://www.facebook.com/OurHouseGa/,,https://ourhousega.org/childcare/,Our House official website,,,Official page lists the Central (Downtown) Atlanta campus.,Children & Family,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,our house central campus|201 washington st sw|atlanta|ga,18.csv
Credit Union of Atlanta,670 Metropolitan Parkway SW,Atlanta,GA,30310,USA,finance,credit union and financial education,"auto loans, home equity loans, HELOC, personal loans, digital banking, checking, direct deposit, financial literacy, small business support","Atlanta credit union offering consumer lending, digital banking, checking, surcharge-free ATM access, financial education, and community development support.",https://www.cuatlanta.org/,https://www.instagram.com/thecreditunionofatlanta/,https://www.facebook.com/TheCUAtlanta/?ref=bookmarks,,https://www.cuatlanta.org/,Credit Union of Atlanta official website,,,Official site confirms the Atlanta branch address and services; federally insured by NCUA.,Financial & Business Services,regulated_review,needs_research,geocode_before_public_pin;regulated_or_age_governed_service_review_required;source_url_and_address_manual_confirmation_required,credit union of atlanta|670 metropolitan parkway sw|atlanta|ga,18.csv
Miss Conduck,357 Edgewood Ave SE,Atlanta,GA,30312,USA,food,Caribbean restaurant and catering,"Caribbean food, Trinidadian, Jamaican, corporate catering, event catering, private events, group dining, delivery, vegan, gluten-free","Caribbean fusion destination offering Trinidadian- and Jamaican-rooted menus, group dining, catering, private events, and delivery.",https://missconduck.com/,https://www.instagram.com/missconduckatl/?hl=en,https://www.facebook.com/profile.php?id=61558503398430,,https://missconduck.com/,Miss Conduck official website,,,Official site identifies the business as led by a mother-daughter duo; no identity-based ownership designation inferred.,Food & Drink,business,pending_review,geocode_before_public_pin;source_url_and_address_manual_confirmation_required,miss conduck|357 edgewood ave se|atlanta|ga,18.csv
