name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
The Hippodrome Theater,528 N. 2nd Street,Richmond,VA,23219,USA,culture,theater,theater,Theater; listed as a Black-owned downtown Richmond attraction.,https://venturerichmond.com/listing/hippodrome-theater/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Croaker’s Spot,1020 Hull Street,Richmond,VA,23224,USA,food,seafood restaurant,seafood restaurant,Seafood restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/croakers-spot/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Ironclad Sports Bar & Grill,924 McDonough Street,Richmond,VA,23224,USA,food,sports bar and grill,sports bar and grill,Sports bar and grill; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/ironclad-pizza-bar-and-grill/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Juice Life RVA,201 W. 7th Street,Richmond,VA,23224,USA,food,juice bar,juice bar,Juice bar; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/juice-life-rva/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
M&F Jamaican,1400 Semmes Avenue,Richmond,VA,23225,USA,food,Jamaican restaurant,Jamaican restaurant,Jamaican restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/m%26f-jamaican-restaurant-and-bar/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Philly Vegan,1126 Hull Street,Richmond,VA,23224,USA,food,vegan restaurant,vegan restaurant,Vegan restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/philly-vegan/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Scharolina's Custom Cakes and Confections,1213 Hull Street,Richmond,VA,23224,USA,food,bakery,bakery,Custom cakes and confections; listed as a Black-owned downtown Richmond restaurant/business.,https://venturerichmond.com/listing/scharolinas-custom-cakes-and-confections/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
The Underground Kitchen,205 Hull Street,Richmond,VA,23224,USA,food,restaurant,restaurant,Restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/the-underground-kitchen/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Dress Blue BBQ,1224 Hull Street,Richmond,VA,23224,USA,food,barbecue restaurant,barbecue restaurant,Barbecue restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/dress-blue-bbq/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Blush Nail Bar and Spa,715 E. 4th Street,Richmond,VA,23224,USA,beauty,nail salon/spa,nail salon spa,Nail bar and spa; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/blush-nail-bar-and-spa/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Cece's African Hair Braiding,1417 Hull Street,Richmond,VA,23224,USA,beauty,African hair braiding,African hair braiding,African hair braiding; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/ceces-african-hair-braiding/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Copper Hall,1129 Hull Street,Richmond,VA,23224,USA,culture,event venue,event venue,Event venue; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/copper-hall/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Island Yoga Fitness,1227 Hull Street,Richmond,VA,23224,USA,recreation,yoga/fitness,yoga fitness,Yoga and fitness; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/island-yoga-fitness/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
"Lyoness Nailz, LLC",715 E. 4th Street,Richmond,VA,23224,USA,beauty,nail salon,nail salon,Nail salon; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/lyoness-nailz-llc/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
RICH Nail Lounge & Suites,1106 Hull Street,Richmond,VA,23224,USA,beauty,nail salon,nail salon,Nail lounge and suites; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/rich-nail-lounge-and-suites/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
The Foundation,401 E. Grace Street,Richmond,VA,23219,USA,food,restaurant,restaurant,Restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/the-foundation/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Grilled Meats & Treats,200 E. Main Street,Richmond,VA,23219,USA,food,restaurant,restaurant,Restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/grilled-meats-and-treats/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Irie Ting Jamaican Grill,100 E. Cary Street,Richmond,VA,23219,USA,food,Jamaican restaurant,Jamaican restaurant,Jamaican grill; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/irie-ting-jamaican-grill/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Lillie Pearl,416 E. Grace Street,Richmond,VA,23219,USA,food,restaurant,restaurant,Restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/lillie-pearl/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Buttermilk & Honey on Grace,415 E. Grace Street,Richmond,VA,23219,USA,food,restaurant,restaurant,Restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/buttermilk-and-honey-on-grace/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Hour Cycle Studio,209 N. 3rd Street,Richmond,VA,23219,USA,recreation,fitness studio,fitness studio,Cycle studio; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/hour-cycle-studio/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Leete Tire & Auto Center,12 S. 2nd Street,Richmond,VA,23219,USA,transportation,auto repair,auto repair,Tire and auto center; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/leete-tire-and-auto-center/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Legacy Grooming Lounge,412 E. Main Street,Richmond,VA,23219,USA,beauty,grooming lounge,grooming lounge,Grooming lounge; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/legacy-grooming-lounge/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Luv My Hair Salon,105 E. Main Street,Richmond,VA,23219,USA,beauty,hair salon,hair salon,Hair salon; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/luv-my-hair-inc/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Red Bird Social,100 N. 6th Street,Richmond,VA,23219,USA,nightlife,social venue,social venue,Social/nightlife venue; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/red-bird-social/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Salon 201,217 E. Grace Street,Richmond,VA,23219,USA,beauty,salon,salon,Salon; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/salon-201/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Addis Ethiopian,9 N. 17th Street,Richmond,VA,23219,USA,food,Ethiopian restaurant,Ethiopian restaurant,Ethiopian restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/addis-ethiopian-restaurant/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Bellos Lounge & Restaurant,1712 E. Franklin Street,Richmond,VA,23223,USA,nightlife,lounge/restaurant,lounge restaurant,Lounge and restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/bellos-lounge-and-restuarant/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Blacker the Berry Juice,10 N. 18th Street,Richmond,VA,23223,USA,food,juice bar,juice bar,Juice bar; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/blacker-the-berry-juice-bar/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Daily Menu Restaurant,1706 E. Main Street,Richmond,VA,23223,USA,food,restaurant,restaurant,Restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/daily-menu-restaurant/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Frozay,14 N. 18th Street,Richmond,VA,23223,USA,food,dessert shop,dessert shop,Dessert shop; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/frozay/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Honey Whyte's All American Cafe,2116 E. Main Street,Richmond,VA,23223,USA,food,cafe,cafe,Cafe; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/honey-whytes-all-american-cafe/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Liquid 2.0,4 N. 18th Street,Richmond,VA,23223,USA,nightlife,lounge,lounge,Lounge; listed as a Black-owned downtown Richmond restaurant/business.,https://venturerichmond.com/listing/liquid-2-0/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Seasons Restaurant,1718 E. Main Street,Richmond,VA,23223,USA,food,restaurant,restaurant,Restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/seasons-restaurant/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Sweet Spot Ice Cream Cafe,6 N. 18th Street,Richmond,VA,23223,USA,food,ice cream cafe,ice cream cafe,Ice cream cafe; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/sweet-spot-ice-cream-cafe/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Adiva Naturals,1802 E. Franklin Street,Richmond,VA,23223,USA,beauty,natural beauty products,natural beauty products,Natural beauty products shop; listed as a Black-owned downtown Richmond shopping business.,https://venturerichmond.com/listing/adiva-naturals/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Jean + Cook,3 N. 18th Street,Richmond,VA,23223,USA,retail,shop,shop,Shop; listed as a Black-owned downtown Richmond shopping business.,https://venturerichmond.com/listing/jean-%2b-cook/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
STVRSKICKS,1716 E. Main Street,Richmond,VA,23223,USA,retail,sneaker shop,sneaker shop,Sneaker shop; listed as a Black-owned downtown Richmond shopping business.,https://venturerichmond.com/listing/stvrs-kicks/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
WhatchaNeed,1509 E. Main Street,Richmond,VA,23223,USA,retail,shop,shop,Shop; listed as a Black-owned downtown Richmond shopping business.,https://venturerichmond.com/listing/whatchaneed/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Baker Unified Fitness,115 N. 20th Street,Richmond,VA,23223,USA,recreation,fitness,fitness,Fitness business; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/baker-unified-fitness/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Hall of Fades Barber,2304 E. Main Street,Richmond,VA,23223,USA,beauty,barbershop,barbershop,Barbershop; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/hall-of-fades-barbershop/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
The Len,15 N. 17th Street,Richmond,VA,23223,USA,culture,creative venue,creative venue,Creative/cultural service business; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/the-len/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Misfit Tattoo Society,105 N. 17th Street,Richmond,VA,23223,USA,beauty,tattoo studio,tattoo studio,Tattoo studio; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/misfit-tattoo-society/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Rug & Roll,1810 E. Main Street,Richmond,VA,23223,USA,home,rug service,rug service,Rug service; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/rug-and-roll/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Shoe Revive,214 E Grace Street,Richmond,VA,23219,USA,services,shoe repair,shoe repair,Shoe repair; listed as a Black-owned downtown Richmond service business.,https://venturerichmond.com/listing/shoe-revive/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
The Benedict on Cary,1331 E. Cary Street,Richmond,VA,23219,USA,food,restaurant,restaurant,Restaurant; listed as a Black-owned downtown Richmond restaurant.,https://venturerichmond.com/listing/benedict-on-cary/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
Andre Julius,1309 E. Main Street,Richmond,VA,23219,USA,retail,shop,shop,Shop; listed as a Black-owned downtown Richmond shopping business.,https://venturerichmond.com/listing/andre-julius/,,,,,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,Venture Richmond,Black-owned,https://venturerichmond.com/news/post/xx-black-businesses-and-events-in-downtown-richmond/,false,"Source basis: Venture Richmond official tourism guide dated Feb. 2, 2026 explicitly labels these businesses Black-owned and supplies public street addresses/categories; current public destination confirmed via linked Venture Richmond listing page. Not Kinfolk verified."
