name,address,city,state,postal_code,country,category,subcategory,services_search_terms,description,website,phone,instagram_url,facebook_url,tiktok_url,source_url,source_name,ownership_designations,ownership_evidence_url,regulated_profession,notes
House of Zay,2100 Frederick Douglass Blvd,New York,NY,10026,USA,retail,fashion,fashion clothing accessories,Harlem fashion boutique,https://houseofzay.com,,,,,https://houseofzay.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Nubian Heritage,Harlem,New York,NY,10027,USA,retail,beauty products,natural skin hair products,Natural beauty product brand founded in Harlem,https://nubianheritage.com,,,,,https://nubianheritage.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Rituals Cosmetics Harlem,120 W 125th St,New York,NY,10027,USA,retail,beauty retail,skin care body care cosmetics,Beauty retail store in Harlem,https://www.rituals.com,,,,,https://www.rituals.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Book Culture Harlem,536 W 112th St,New York,NY,10025,USA,retail,bookstore,books events academic books,Independent bookstore in Harlem area,https://bookculture.com,,,,,https://bookculture.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
African Market Harlem,2318 Adam Clayton Powell Jr Blvd,New York,NY,10027,USA,retail,specialty market,African groceries clothing beauty,African specialty market in Harlem,https://www.africanmarketharlem.com,,,,,https://www.africanmarketharlem.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Sahadi’s,187 Atlantic Ave,New York,NY,11201,USA,retail,specialty market,Middle Eastern groceries spices prepared food,Family-owned specialty food market,https://sahadis.com,,,,,https://sahadis.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Greenlight Bookstore,686 Fulton St,New York,NY,11217,USA,retail,bookstore,books events gifts,Independent bookstore in Fort Greene,https://greenlightbookstore.com,,,,,https://greenlightbookstore.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Bedford Hall,1177 Bedford Ave,New York,NY,11216,USA,nightlife,bar/restaurant,bar cocktails live music food,Bed-Stuy bar and restaurant,https://bedfordhall.com,,,,,https://bedfordhall.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Nights,2361 Adam Clayton Powell Jr Blvd,New York,NY,10027,USA,nightlife,lounge,cocktails DJ live music events,Harlem nightlife venue,https://www.harlemnights.com,,,,,https://www.harlemnights.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
The Shrine,2271 Adam Clayton Powell Jr Blvd,New York,NY,10027,USA,nightlife,music venue,live music jazz bar cocktails,Harlem live music venue,https://www.shrinenyc.com,,,,,https://www.shrinenyc.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Ginny’s Supper Club,310 Lenox Ave,New York,NY,10027,USA,nightlife,music venue,live music dinner cocktails,Harlem supper club and music venue,https://redroosterharlem.com/ginnys,,,,,https://redroosterharlem.com/ginnys,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Silvana,300 W 116th St,New York,NY,10026,USA,nightlife,music venue,live music cocktails Middle Eastern food,Harlem restaurant and live music venue,https://silvana-nyc.com,,,,,https://silvana-nyc.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Baby’s All Right,146 Broadway,New York,NY,11211,USA,nightlife,music venue,concerts live music bar,Brooklyn music venue,https://babysallright.com,,,,,https://babysallright.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Elsewhere,599 Johnson Ave,New York,NY,11206,USA,nightlife,music venue,concerts DJs live music,Bushwick music and arts venue,https://elsewherebrooklyn.com,,,,,https://elsewherebrooklyn.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
SOB’s,204 Varick St,New York,NY,10014,USA,nightlife,music venue,live music hip hop Latin music,World music and live performance venue,https://sobs.com,,,,,https://sobs.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Nublu,151 Avenue C,New York,NY,10009,USA,nightlife,music venue,live music DJs concerts,East Village live music club,https://nublu.net,,,,,https://nublu.net,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Langston Hughes House,20 E 127th St,New York,NY,10035,USA,culture,historic house,African American literature tours programs,Historic Harlem home and literary site,https://www.nps.gov/people/langston-hughes.htm,,,,,https://www.nps.gov/people/langston-hughes.htm,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Schomburg Center for Research in Black Culture,515 Malcolm X Blvd,New York,NY,10037,USA,culture,library/archive,Black history archives exhibitions research,Research library and cultural center,https://www.nypl.org/locations/schomburg,,,,,https://www.nypl.org/locations/schomburg,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Studio Museum in Harlem,429 W 127th St,New York,NY,10027,USA,culture,museum,African American art exhibitions education,Museum dedicated to artists of African descent,https://www.studiomuseum.org,,,,,https://www.studiomuseum.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Apollo Theater,253 W 125th St,New York,NY,10027,USA,culture,theater,concerts performances tours events,Historic Harlem theater and performance venue,https://www.apollotheater.org,,,,,https://www.apollotheater.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
National Jazz Museum in Harlem,58 W 129th St,New York,NY,10027,USA,culture,museum,jazz exhibits concerts education,Jazz museum and performance space,https://www.jmih.org,,,,,https://www.jmih.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
El Museo del Barrio,1230 Fifth Ave,New York,NY,10029,USA,culture,museum,Latino art exhibitions education,Museum of Latino and Caribbean art and culture,https://www.elmuseo.org,,,,,https://www.elmuseo.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Museum of the Moving Image,36-01 35th Ave,New York,NY,11106,USA,culture,museum,film media exhibitions education,Museum of film television and digital media,https://movingimage.org,,,,,https://movingimage.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Brooklyn Academy of Music,30 Lafayette Ave,New York,NY,11217,USA,culture,performing arts,film theater dance performances,Performing arts center in Brooklyn,https://www.bam.org,,,,,https://www.bam.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
The Africa Center,1280 Fifth Ave,New York,NY,10029,USA,culture,cultural center,African art culture events education,Cultural center focused on Africa and diaspora,https://theafricacenter.org,,,,,https://theafricacenter.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Weeksville Heritage Center,158 Buffalo Ave,New York,NY,11213,USA,culture,historic site,Black history exhibitions education tours,Historic site documenting African American life in Brooklyn,https://weeksvillesociety.org,,,,,https://weeksvillesociety.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
MoCADA,80 Hanson Pl,New York,NY,11217,USA,culture,museum,African diaspora art exhibitions programs,Museum of contemporary African diasporan art,https://mocada.org,,,,,https://mocada.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Sugar Hill Children’s Museum,898 St Nicholas Ave,New York,NY,10032,USA,culture,children museum,art education family programs,Children’s museum focused on Harlem and diasporic culture,https://www.sugarhillmuseum.org,,,,,https://www.sugarhillmuseum.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Stage,150 Convent Ave,New York,NY,10031,USA,culture,performing arts,theater dance music performances,Performing arts center in Harlem,https://www.harlemstage.org,,,,,https://www.harlemstage.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Lincoln Center for the Performing Arts,10 Lincoln Center Plaza,New York,NY,10023,USA,culture,performing arts,music dance opera theater performances,Major performing arts campus,https://www.lincolncenter.org,,,,,https://www.lincolncenter.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Prospect Park Alliance,95 Prospect Park West,New York,NY,11215,USA,recreation,park nonprofit,parks recreation volunteer events,Nonprofit steward of Prospect Park,https://www.prospectpark.org,,,,,https://www.prospectpark.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Marcus Garvey Park Alliance,18 Mount Morris Park West,New York,NY,10027,USA,recreation,park nonprofit,parks recreation events community programs,Community organization supporting Marcus Garvey Park,https://marcusgarveypark.org,,,,,https://marcusgarveypark.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Meer Outdoor Center,110th St and Lenox Ave,New York,NY,10026,USA,recreation,outdoor recreation,boating fishing ice skating park programs,Outdoor recreation center in Central Park,https://www.centralparknyc.org,,,,,https://www.centralparknyc.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Abyssinia Baptist Church,132 Odell Clark Pl,New York,NY,10030,USA,faith/community,church,worship food pantry community programs,Historic Harlem Baptist congregation,https://abyssinian.org,,,,,https://abyssinian.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Greater Allen AME Cathedral,110-31 Merrick Blvd,New York,NY,11433,USA,faith/community,church,worship social services community programs,African Methodist Episcopal congregation in Queens,https://greaterallen.org,,,,,https://greaterallen.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
First Corinthian Baptist Church,214 W 116th St,New York,NY,10026,USA,faith/community,church,worship community programs food pantry,Harlem Baptist congregation,https://fcbcnyc.org,,,,,https://fcbcnyc.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
The Riverside Church,490 Riverside Dr,New York,NY,10027,USA,faith/community,church,worship social justice community programs,Interdenominational church and community institution,https://www.trcnyc.org,,,,,https://www.trcnyc.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Masjid Malcolm Shabazz,102 W 116th St,New York,NY,10026,USA,faith/community,mosque,worship community programs education,Harlem mosque and community institution,https://masjidmalcolmshabazz.com,,,,,https://masjidmalcolmshabazz.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
St. Philip’s Church,204 W 134th St,New York,NY,10030,USA,faith/community,church,worship food pantry community programs,Episcopal congregation in Harlem,https://www.stphilipsharlem.org,,,,,https://www.stphilipsharlem.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
The Brotherhood Sister Sol,1409 Fulton St,New York,NY,11216,USA,faith/community,youth nonprofit,youth leadership education arts,Youth development and social justice organization,https://brotherhood-sistersol.org,,,,,https://brotherhood-sistersol.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
El Barrio’s Operation Fightback,413 E 120th St,New York,NY,10035,USA,faith/community,community organization,tenant organizing social services neighborhood advocacy,East Harlem community organization,https://www.ebof.org,,,,,https://www.ebof.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Grown,118 W 134th St,New York,NY,10030,USA,faith/community,urban agriculture,urban farming food education youth programs,Urban farming and youth education nonprofit,https://www.harlemgrown.org,,,,,https://www.harlemgrown.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Crown Heights North Association,672 Nostrand Ave,New York,NY,11216,USA,faith/community,community organization,neighborhood programs preservation events,Crown Heights neighborhood organization,https://www.crownheightsnorth.org,,,,,https://www.crownheightsnorth.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Morningside Park,Morningside Ave and W 123rd St,New York,NY,10027,USA,recreation,park,parks playgrounds recreation,Public park serving Harlem and Morningside Heights,https://www.nycgovparks.org/parks/morningside-park,,,,,https://www.nycgovparks.org/parks/morningside-park,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Jackie Robinson Park,Bradhurst Ave and W 145th St,New York,NY,10039,USA,recreation,park,pool recreation sports concerts,Public park with pool and recreation facilities,https://www.nycgovparks.org/parks/jackie-robinson-park,,,,,https://www.nycgovparks.org/parks/jackie-robinson-park,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Chelsea Piers Fitness,60 Chelsea Piers,New York,NY,10011,USA,recreation,fitness center,gym sports classes swimming,Sports and fitness facility on the Hudson,https://www.chelseapiers.com,,,,,https://www.chelseapiers.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Cycle,2111 Frederick Douglass Blvd,New York,NY,10026,USA,recreation,fitness studio,cycling fitness classes,Indoor cycling studio in Harlem,https://harlemcycle.com,,,,,https://harlemcycle.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Solace New York,38 W 38th St,New York,NY,10018,USA,recreation,fitness center,gym strength training classes,Fitness gym in Midtown Manhattan,https://solacenewyork.com,,,,,https://solacenewyork.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Skin & Laser Clinic,2112 Adam Clayton Powell Jr Blvd,New York,NY,10027,USA,beauty,skin care,skin care laser aesthetics,Skin care clinic in Harlem,https://harlemskinandlaser.com,,,,,https://harlemskinandlaser.com,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
Mane Concept,312 W 125th St,New York,NY,10027,USA,beauty,hair salon,natural hair braiding extensions styling,Hair salon in Harlem,https://maneconcept.com,,,,,https://maneconcept.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
The Braid Bar,113 W 116th St,New York,NY,10026,USA,beauty,braiding salon,braids protective styles natural hair,Braiding salon in Harlem,https://thebraidbar.com,,,,,https://thebraidbar.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Mizan Hair Care,246 Malcolm X Blvd,New York,NY,10027,USA,beauty,hair salon,natural hair locs braids styling,Natural hair salon in Harlem,https://mizanhaircare.com,,,,,https://mizanhaircare.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Brooklyn Braids,1075 Nostrand Ave,New York,NY,11225,USA,beauty,braiding salon,box braids cornrows protective styles,Braiding salon in Brooklyn,https://brooklynbraids.com,,,,,https://brooklynbraids.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Dreadlocks by Dee,242 Malcolm X Blvd,New York,NY,10027,USA,beauty,loc salon,locs natural hair styling,Loc and natural hair studio in Harlem,https://dreadlocksbydee.com,,,,,https://dreadlocksbydee.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Nail Company,245 W 125th St,New York,NY,10027,USA,beauty,nail salon,manicure pedicure nail care,Nail salon in Harlem,https://harlemnailcompany.com,,,,,https://harlemnailcompany.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Mikasa Beauty,137 W 116th St,New York,NY,10026,USA,beauty,beauty salon,hair nails makeup beauty services,Beauty salon in Harlem,https://mikasabeauty.com,,,,,https://mikasabeauty.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Juju’s Spa,218 W 116th St,New York,NY,10026,USA,beauty,spa,facials massage waxing skin care,Spa in Harlem,https://jujussparl.com,,,,,https://jujussparl.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Sundays Nail Studio,51 E 25th St,New York,NY,10010,USA,beauty,nail salon,manicure pedicure nail care,Nail care studio in Manhattan,https://www.sundays.studio,,,,,https://www.sundays.studio,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
The Spot Barbershop,231 Malcolm X Blvd,New York,NY,10027,USA,beauty,barbershop,haircuts beard grooming barber,Barbershop in Harlem,https://thespotbarbershopnyc.com,,,,,https://thespotbarbershopnyc.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem Barbershop,2100 Frederick Douglass Blvd,New York,NY,10026,USA,beauty,barbershop,haircuts beard grooming barber,Barbershop in Harlem,https://harlembarbershop.com,,,,,https://harlembarbershop.com,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Caribbean Social Club,2805 Nostrand Ave,New York,NY,11229,USA,faith/community,community club,Caribbean community events social programs,Caribbean community organization in Brooklyn,https://caribbeansocialclub.org,,,,,https://caribbeansocialclub.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Caribbean American Chamber of Commerce,160-13 Hillside Ave,New York,NY,11432,USA,faith/community,business association,business networking advocacy referrals,Caribbean American business association,https://www.cacci.org,,,,,https://www.cacci.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
National Association of Black Accountants NYC,10 E 39th St,New York,NY,10016,USA,financial,professional association,accounting finance networking education,Professional association for Black accountants,https://www.nabanyc.org,,,,,https://www.nabanyc.org,Official organization/business website,,,true,Source basis: official public website; current official destination confirmed.
New York African Film Festival / Film at Lincoln Center,144 W 65th St,New York,NY,10023,USA,culture,film festival,African cinema screenings events,African cinema program presented in New York,https://www.filmlinc.org,,,,,https://www.filmlinc.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
National Black Theatre,2031 Fifth Ave,New York,NY,10035,USA,culture,theater,Black theater performances education,Harlem performing arts institution,https://nationalblacktheatre.org,,,,,https://nationalblacktheatre.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Dance Theatre of Harlem,466 W 152nd St,New York,NY,10031,USA,culture,dance company,ballet dance education performances,Harlem dance company and education organization,https://www.dancetheatreofharlem.org,,,,,https://www.dancetheatreofharlem.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
Harlem School of the Arts,645 St Nicholas Ave,New York,NY,10030,USA,culture,arts education,music dance theater visual arts classes,Arts education institution in Harlem,https://hsanyc.org,,,,,https://hsanyc.org,Official organization/business website,,,false,Source basis: official public website; current official destination confirmed.
